año;título;descripción;localización;fecha inicio;fecha fin;duracion;tipo ayuda;vía canalización;odm;meta odm;tipo beneficiarios;numero beneficiarios;mujeres beneficiadas;resultado;región;área;renta;tema;importe comprometido;importe abonado;tipo organismo;organismo;agencia;número intervención;código interno
2007;APOYO AL PROGRAMA DE CREACIÓN DE UN CIRCUITO DE INTERCAMBIO CULTURAL AL ENTORNO DEL LIBRO CON EL MINISTERIO DE CULTURA DEL REINO DE MARRUECOS;APOYO AL PROGRAMA DE CREACIÓN DE UN CIRCUITO DE INTERCAMBIO CULTURAL AL ENTORNO DEL LIBRO CON EL MINISTERIO DE CULTURA DEL REINO DE MARRUECOS;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;MARRUECOS;AFRNOR;PRMB;16061;283.830;283.830;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02841;Sin datos ese año
2007;APOYO A LA REALIZACIÓN DE UN PROYECTO AUDIOVISUAL EN EL ÁREA MEDITERRÁNEA PARA LA SERIE DOCUMENTAL ACERCA DE LA GUERRA HISPANO CUBANA DE 1898;APOYO A LA REALIZACIÓN DE UN PROYECTO AUDIOVISUAL EN EL ÁREA MEDITERRÁNEA PARA LA SERIE DOCUMENTAL ACERCA DE LA GUERRA HISPANO CUBANA DE 1898;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;CUBA;AMECEN;PRMB;16061;72.650;72.650;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02855;Sin datos ese año
2007;FESTIVAL CINES DEL SUR;FESTIVAL CINES DEL SUR;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;CUBA;AMECEN;PRMB;16061;200.000;200.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02857;Sin datos ese año
2007;FORTALECIMIENTO DEL SISTEMA DE CASAS COMUNALES Y APOYO A PROYECTOS  CULTURALES COMUNITARIOS.;FORTALECIMIENTO DEL SISTEMA DE CASAS COMUNALES Y APOYO A PROYECTOS  CULTURALES COMUNITARIOS.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;CUBA;AMECEN;PRMB;16061;783.438;783.438;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02876;Sin datos ese año
2007;PROGRAMA DE REHABILITACIÓN DE INFRAESTRUCTURAS CULTURALES RURALES.;PROGRAMA DE REHABILITACIÓN DE INFRAESTRUCTURAS CULTURALES RURALES.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;CUBA;AMECEN;PRMB;16061;775.917;775.917;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02877;Sin datos ese año
2007;CONSTRUCCIÓN Y EQUIPAMIENTO DE LA NUEVA SEDE DEL CENTRO ANDALUZ DE LA HABANA.;CONSTRUCCIÓN Y EQUIPAMIENTO DE LA NUEVA SEDE DEL CENTRO ANDALUZ DE LA HABANA.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;CUBA;AMECEN;PRMB;16061;229.990;229.990;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02878;Sin datos ese año
2007;CALLE DEL AGUA  ;CALLE DEL AGUA  ;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;MARRUECOS;AFRNOR;PRMB;16061;196.832;196.832;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02883;Sin datos ese año
2007;REFORZAMIENTO DE LAS CAPACIDADES EN NUEVAS TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN DE LOS CUADROS SINDICALES DE LA CSTM ;REFORZAMIENTO DE LAS CAPACIDADES EN NUEVAS TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN DE LOS CUADROS SINDICALES DE LA CSTM ;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;MALÍ;AFRSUB;PMA;22040;34.140;34.140;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02866;Sin datos ese año
2007;PROGRAMA PARA EL DESARROLLO DE LAS COMPETENCIAS DIRECTIVAS PARA MUJERES;PROGRAMA PARA EL DESARROLLO DE LAS COMPETENCIAS DIRECTIVAS PARA MUJERES;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;AMÉRICA DEL NORTE, CENTRAL Y CARIBE, NO ESPECIFICADOS;AMECEN;NE;15164;150.000;150.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02863;Sin datos ese año
2007;APOYO AL PROGRAMA NACIONAL DE VIOLENCIA DOMÉSTICA DEL INSTITUTO NACIONAL DE LA MUJER.;LA INTERVENCIÓN DESARROLLADA SE DIRIGE A FORTALECER LA APLICACIÓN POR PARTE DE LAS INSTITUCIONES PÚBLICAS DEL ESTADO HONDUREÑO DE LO ESTABLECIDO EN LA LEY CONTRA LA VIOLENCIA DOMÉSTICA, ESPECIALMENTE LO RELATIVO A MEJORAR LA CAPADIDAD INSTALADA DE LAS CAS;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;MEJORADA LA CAPACIDAD ACTUAL DE CASAS REFUGIO EXISTENTES EN HONDURAS A FIN DE BRINDAR PROTECCIÓN INMEDIATA A LAS MUJERES AFECTADAS POR VIOLENCIA DOMÉSTICA Y A SUS HIJOS E HIJAS DEPENDIENTES;HONDURAS;AMECEN;PRMB;15164;450.000;450.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02891;Sin datos ese año
2007;FORTALECIMIENTO DE LAS CAPACIDADES Y LA AUTONOMÍA DE LAS MUJERES A TRAVÉS DE LA ALFABETIZACIÓN, LA FORMACIÓN PROFESIONAL Y EL EMPLEO;EL PROYECTO CONSISTE EN LA CONSTRUCCIÓN DE UN CENTRO DE ALFABETIZACIÓN Y FORMACIÓN PROFESINAL PARA MUJERES ADULTAS. EL CENTRO SUPONDRÁ UN RECURSO PERMANENTE PARA LAS MUJERES DE BAMAKO EN MATERIA DE EDUCACIÓN Y CAPACITACIÓN DE ADULTAS. PONDRÁ EN MARCHA LA ;BAMAKO;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;EN FUNCIONAMIENTO UN CENTRO DE ALFABETIZACIÓN Y FORMACIÓN PROFESIONAL PARA MUJERES;MALÍ;AFRSUB;PMA;15164;267.152;267.152;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02908;Sin datos ese año
2007;EMPODERANDO A LA MUJER EN PACHACUTEC;SE PRETENDE PROMOVER LA IGUALDAD DE GÉNERO Y EL EMPODERAMIENTO DE LA MUJER EN LA ZONA SUB URBANO MARGINAL DE LA CIUDAD DE PACHACUTEC. PARA ELLO SE PONDRÁ EN MARCHA EN EL CENTRO EDUCATIVO SAN JUAN MACÍAS UN PROGRAMA DE IGUALDAD DE OPORTUNIDADES PARA EL TRA;DISTRITO DE VENTANILLA( REGIÓN CALLAO) - SECTOR C DE AH. DE PACHACUTEC;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE HABRÁ MEJORADO LA INFRAESTRUCTURA EDUCATIVA DEL CENTRO EDUCATIVO SAN JUAN MACÍAS, UBICADO EN EL SECTOR C DE LA CIUDADA PACHACUTEC;PERÚ;AMESUR;PRMB;15164;154.132;154.132;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02935;Sin datos ese año
2007;"PROGRAMA ANDALUZ DE FORMACIÓN CONTINUA EN GÉNERO Y DESARROLLO: RED DE SENSIBILIZACIÓN Y SEGUIMIENTO-EVALUACIÓN SOBRE LA PERSPETIVA DE GÉNERO EN EL CUMPLIMIENTO DE LOS ODM"". FASE IV""";AMPLIACIÓN Y CONSOLIDACIÓN DE LA RED DESTINADA A LOS/AS AGENTES DE DESARROLLO DE LAS ONGDS, INSTITUCIONES ANDALUZAS Y A LOS/AS AGENTES EDUCATIVOS FORMALES SOBRE LA APLICACIÓN Y SEGUIMIENTO DE LA PERSPECTIVA DE GÉNERO EN EL DESARROLLO EN LE MARCO DE LOS OD;ALMERÍA, CÁDIZ, CÓRDOBA, GRANADA, HUELVA, JAÉN, MÁLAGA Y SEVILLA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;PAÍSES EN VÍAS DE DESARROLLO, NO ESPECIFICADOS;PVD NE;NE;15164;68.648;68.648;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-03005;Sin datos ese año
2007;FAVORECER LA SENSIBILIZACIÓN Y EDUCACIÓN EN LA EQUIDAD DE GÉNERO Y EL DESARROLO DE 5.000 NIÑAS/OS, JÓVENES Y PERSONAS ADULTAS DE LA COMUNIDAD AUTÓNOMA DE ANDALUCÍA A LO LARGO DEL AÑO 2008.;FAVORECER LA SENSIBILIZACIÓN Y EDUCACIÓN EN LA EQUIDAD DE GÉNERO Y EL DESARROLO DE 5.000 NIÑAS/OS, JÓVENES Y PERSONAS ADULTAS DE LA COMUNIDAD AUTÓNOMA DE ANDALUCÍA A LO LARGO DEL AÑO 2008.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ALUMNOS/AS 1RIA, 2RIA, PROFESORES, PADRES, TECNICOS/AS, PERIODISTAS, POBLACIÓN GRAL. - IND: VOLUNTAR;Sin datos ese año;Sin datos ese año;SE HABRÁ FAVORECIDO LA INCORPORACIÓN DEL ENFOQUE DE GÉNERO APLICADO AL DESARROLLO EN 20 CENTROS EDUCATIVOS DE PRIMARIA Y SECUNDARIA;PAÍSES EN VÍAS DE DESARROLLO, NO ESPECIFICADOS;PVD NE;NE;15164;50.015;50.015;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-03012;Sin datos ese año
2007;"""FORMANDO Y SENSIBILIZANDO EN GÉNERO Y DESARROLLO PARA LA LUCHA POR LAS METAS DE BEIJING""""""";PROMOVER EL CONOCIMIMIENTO Y EL COMPROMISO ENTRE DIFERENTES AGENTES DE LA SOCIEAD CIVIL ANDALUZA, ENTORNO A LA LUCHA POR LA IGUALDAD DE GÉNERO Y LA AUTONOMÍA DE LA MUJER DESDE EL RESPETO A LA DIVERSIDAD;"ALMERÍA:DALÍAS; CÁDIZ: UBRIQUE; CÓRDOBA: LUCENA; GRANADA: HUESCAR, PADÚL, MONACHIL; HUELVA: ARACENA; JAÉN; MÁLAGA: RONDA, JUBRIQUE; SEVILLA: EL CORONÍL";39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;"DIR: CIUDADANÍA EN GRAL, JÓVENES ESTUDIANTES Y PROFESORES/AS; IND: NO CUANTIFICADO";Sin datos ese año;Sin datos ese año;"125 PERONAS VEN FORTALECIDAS SUS CAPACIDADES DE ORGANIZACIÓN EN PERSPECTIVA DE GÉNERO Y DESARROLLO EN VISTA DE HACER INCIDENCIA A FAVOR DEL OBJETIVO DEL MILENIO Nº 3: ""PROMOVER LA IGUALDAD DE GÉNERO Y EL EMPODERAMIENTO DE LA MUJER""""""";PAÍSES EN VÍAS DE DESARROLLO, NO ESPECIFICADOS;PVD NE;NE;15164;68.856;68.856;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-03023;Sin datos ese año
2007;PUESTA EN MARCHA DEL CENTRO MULTIFUNCIONAL DE LA MUJER EN TÁNGER, II FASE ;PUESTA EN MARCHA DEL CENTRO MULTIFUNCIONAL DE LA MUJER EN TÁNGER, II FASE ;TANGER;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ND;MARRUECOS;AFRNOR;PRMB;15164;946.560;946.560;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02885;Sin datos ese año
2007;PROYECTO DE FORMACIÓN PARA MUJERES EN PRODUCCIÓN DE PLANTAS AROMÁTICAS;LA MEJORA DE LAS CONDICIONES DE VIDA DE LOS HABITANTES DE HMAMIOUICH PASA POR DOTARLES DE INFRAESTRUCTURAS NECESARIAS PARA LA VIDA DIARIA Y CAPACITARLES PARA EL MANTENIMIENTO DE SU ENTORNOY RECURSOS NATURALES, LA PRIMERA PARTE PRETENDE LA FORMACIÓN Y CAPA;TETUÁN - HMAMIOUICH;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;REALIZADO UN INVENTARIO Y ESTUDIO CROMOGRÁFICO COMPLETO DE LAS PLANTAS AROMÁTICAS Y MEDICIONALES AUTÓCTONAS;MARRUECOS;AFRNOR;PRMB;15164;68.084;68.084;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02936;Sin datos ese año
2007;PADEF - PROGRAMA DE AYUDA AL DESARROLLO DEL EMPRESARIADO FEMENINO;AUMENTAR LOS INGRESOS 21 COOPERATIVAS (227 MUJERES) Y DE 10 MUJERES EMPRESARIAS EN LA REGIÓN NORTE DE MARRUECOS;CHEFCHAOUEN, IFRANE, TETUÁN;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;MUJERES EMPRESARIAS;Sin datos ese año;Sin datos ese año;21 COOPERATIVAS HABRÁN REFORZADO SU CAPACIDAD DE GESTIÓN;MARRUECOS;AFRNOR;PRMB;15164;287.869;287.869;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02981;Sin datos ese año
2007;PROGRAMA INTEGRAL PARA LA RECUPERACIÓN Y RECONSTRUCCIÓN DE LA DINÁMICA SOCIAL, CULTURAL Y CONOÓMICA DE LAS POBLACIONES AFECTADAS POR EL TERREMOTO;"DESDE UNA PERSPECTIVA INTEGRAL Y CON EL OBJETO DE RECUPERAR CONDICIONES MÍNIMAS PARA LA REACTIVACIÓN DE LA DINÁMICA SOCIAL, CULTURAL Y ECONÓMICA DE LOS DISTRITOS DE ICA AFECTADOS POR EL TERREMOTO DEL 15 DE AGOSTO; EL PRESENTE PROYECTO PRETENDE CONTRIBUIR ";ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE HABRÁN CONSTRUIDO 50 VIVIENDAS HABITABLES Y SISMORESISTENTES, DE 63,56 M, TECHADAS CON CALAMINAS FIBRAFORTE.;PERÚ;AMESUR;PRMB;73010;299.566;299.566;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02819;Sin datos ese año
2007;RECONSTRUCCIÓN SOSTENIBLE Y PARTICIPATIVA CON LA POBLACIÓN DAMNIFICADA DE SACTA;EL PROYECTO SE BASA EN LA PRESENCIA INSTITUCIONAL DE LA CONTRAPARTE LOCAL (CODEHICA) Y EN SU EXPERIENCIA, Y LA DE SI-A DURANTE LA PRIMERA FASE DE LA EMERGENCIA SUSCITADA POR EL TERREMOTO DEL PASADO 15 DE AGOSTO EN LA REGIÓN DE ICA. PRETENDER RESOLVER DE M;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;LA COMUNIDAD DE SACTA HA SIDO REHABILITADA EN ASPECTOS DE VIVIENDA Y DOTACIÓN DE SERVICIOS BÁSICOS, AUNANDO MEDIO SY CAPACIDADES DE LOS BENEFICIARIOS, ACTORES PÚBLICOS Y PRIVADOS.;PERÚ;AMESUR;PRMB;73010;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02820;Sin datos ese año
2007;RECONSTRUCCIÓN DE INFRAESTRUCTURAS SANITARIAS Y PRODUCTIVAS AFECTADAS POR EL TERREMOTO DEL 15 DE AGOSTO DE 2007 EN LOS DISTRITOS DE SAN JUAN Y TANTARÁ DE LA PROVINCIA DE CASTROVIRREYNA EN LA REGIÓN DE HUANCAVELICA DE PERÚ;EL PROYECTO TIENE COMO PROPÓSITO CONSTRIBUIR A LA REHABILITACIÓN DE LAS INFRAESTRUCTURAS SANITARIAS Y PRODUCTIVAS AFECTADAS POR EL TERREMOTO DEL 15 DE AGOSTO DE 2007 EN PERÚ CON EL FIN DE GARANTIZAR LOS SERVICIOS DE SALUD Y MEJORAR LAS CONDICIONES PRODUCT;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;RECUPERADOS LOS NIVELES DE FUNCIONAMIENTO Y ATENCIÓN DEL CENTRO DE SALUD DE TANTARA Y DEL PUESTO DE SALUD DE SAN JUAN, EN LA PROVINCIA DE CASTROVIRREYNA.;PERÚ;AMESUR;PRMB;73010;171.760;171.760;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02821;Sin datos ese año
2007;REHABILITACIÓN Y RECONSTRUCCIÓN DE ESCUELAS PARA LOS NIÑOS CHINCHANOS DAMNIFICADOS DEL TERREMOTO DE PERÚ;EL PROYECTO CONSISTE EN REHABILITAR Y RECONSTRUIR LAS ESCUELAS DE CHINCHA AFECTADAS POR EL TERREMOTO DEL 15 DE AGOSTO DE 2007 EN EL PERÚ;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;NIÑOS Y NIÑAS EN EDAD ESCOLAR CON SEGUIMIENTO DE RECUPERACIÓN DEL ESTRÉS POST TRAUMÁTICO;PERÚ;AMESUR;PRMB;73010;267.127;267.127;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02822;Sin datos ese año
2007;RECONSTRUCCIÓN DE VIVIENDAS Y REHABILITACIÓN DE SISTEMAS DE AGUA Y SANEAMIENTO DE AFECTADOS POR EL TERREMOTO DEL 15 DE AGOSTO DE 2007 EN PERÚ;EL PROYECTO TIENE POR OBJETIVO ESPECÍFICO APOYAR LA RECONSTRUCCIÓN DE VIVIENDAS Y ESPACIOS DE USO COMUNITARIO PARA REDUCIR LA VULNERABILIDAD FRENTE A RIESGOS DE DESASTRES DE LAS FAMILIAS DAMNIFICADAS DE LOS DISTRITOS DE SUNAMPE Y EL CARMEN EN LA PROVINCIA;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;"CAPACITAR A 200 LÍDERES, AUTORIDADES LOCALES Y FUNCIONARIOS DE LAS INSTITUCIONES PÚBLICAS Y PRIVADAS EN ACCIONES DE RESPUESTA A DESASTRES Y GESTION DE RIESGO; ELABORAR DE MANERA PARTICIPATIVA EL PLAN DE RECONSTRUCCIÓN Y DESARROLLO DE CAPACIDADES LOCALES";PERÚ;AMESUR;PRMB;73010;286.157;286.157;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02823;Sin datos ese año
2007;REHABILITACIÓN DE ESTRUCTURAS SANITARIAS PERIFÉRICAS Y APOYO A LA ESTRATEGIA DE ATENCIÓN POST-EMERGENCIA, PROVOCADO POR EL SISMO EN EL DEPARTAMENTO DE HUANCAVELICA;"EL PROYECTO PRETENDE LA REHABILITACIÓN DE ESTRUCTURAS SANITARIAS PERIFÉRICAS DEL DEPARTAMENTO DE HUANCAVELICA; BÁSICAMENTE SE TRATARÁ DE LA RECONSTRUCCIÓN DE LOS PUESTOS Y CENTROS DE SALUD QUE A RAÍZ DEL SISMO SE HAN COLAPSADO O QUE HAN SUFRIDO DAÑOS ESTR";ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;REHABILITADOS Y PUESTOS EN FUNCIONAMIENTO LOS CENTROS DE SALUD DE CCOCHA Y COCAS, PERTENECIENTES A LA DIRECCIÓN REGIONAL DE SALUD DE HUANCAVELICA;PERÚ;AMESUR;PRMB;73010;283.050;283.050;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02824;Sin datos ese año
2007;"CONSTRUCCIÓN DE VIVIENDAS A CONSECUENCIA DEL TERREMOTO EN EL CENTRO POBLADO MENOR ""LA QUEBRADA"""", EN SAN VICENTE DE CAÑETE""";SE CONSTRUIRÁN 40 CASAS DE 57 METROS CUADRADOS CADA UNA EN EL CENTRO POBLADO MENOR LA QUEBRADA;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;CONSTRUIDAS 40 CASAS DE 57 M2 CADA UNA.;PERÚ;AMESUR;PRMB;73010;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02825;Sin datos ese año
2007;RECONSTRUCCIÓN DE AULAS EN ESCUELAS PÚBLICAS DE LOS DISTRITOS DE SANTIAGO Y TATE EN ICA, AFECTADOS POR EL TERREMOTO DE 15 DE AGOSTO DE 2007, DE PERÚ;SE CONSTUIRÁN 16 AULAS Y 2 MÓDULOS DE SERVICIOS HIGIÉNICOS EN TRES ESCUELAS PÚBLICAS DE PRIMARIA Y SECUNDARIA: 6 AULAS Y 1 SERVICIO HIGIÉNICO EN LA INSTITUCIÓN EDUCATIVA ADELA LENGUA, 2 AULAS EN LA INSTITUCIÓN EDUCATIVA MARÍA DARQUEA, Y 8 AULAS Y 1 SERVIC;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;CONTRATADO EL EQUIPO DE PROFESIONALES ENCARGADOS DEL PROYECTO;PERÚ;AMESUR;PRMB;73010;258.582;258.582;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02826;Sin datos ese año
2007;PROYECTO PARA LA RECONSTRUCCIÓN DE CENTROS SOCIALES, CENTROS DE ATENCIÓN EXTERNA Y CENTROS DE SALUD EN CHINCHA Y CAÑETE, EN PERÚ;"SE CREARÁ UNA PLANTA DE PRODUCCIÓN DE BLOQUES DE CONCRETO PUESTA EN FUNCIONAMIENTO PARA UNA PRODUCCIÓN MÍNIMA DIARIA DE 3000 BLOQUES HUECOS DE CONCRETO A PARTIR DE AGREGADOS INERTES; SE CONSTRUIRÁN 60 VIVIENDAS SISMORRESISTENTES DE 38,8 M2 BAJO UN MODELO ";ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE CUENTA CON UN MODELO DE AUTOCONSTRUCCIÓN PARTICIPATIVA DE VIVIENDAS SISMORRESISTENTES A BAJO COSTE;PERÚ;AMESUR;PRMB;73010;299.435;299.435;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02827;Sin datos ese año
2007;PROYECTO PARA LA RECONSTRUCCIÓN DE CENTROS SOCIALES, CENTROS DE ATENCIÓN EXTERNA Y CENTROS DE SALUD EN CHINCHA Y CAÑETE, EN PERÚ;SE TRATA DE UNA INTERVENCIÓN INTEGRAL QUE PRETENDE CREAR ESPACIOS PARA EL ADECUADO DESARROLLO PERSONAL Y COMUNITARIO. EL PROYECTO IMPLEMENTARÁ DOS CENTROS SOCIALES EN LOS QUE SE OFRECERÁN LOS SIGUIENTES SERVICIOS: 2 COLEGIOS, UNO EN CAÑETE Y OTRO EN CHINC;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE HABRÁN INSTALADO Y PUESTO EN FUNCIONAMIENTO 2 COLEGIOS PARA LAS FAMILIAS DAMNIFICADAS;PERÚ;AMESUR;PRMB;73010;293.371;293.371;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02828;Sin datos ese año
2007;RECONSTRUCCIÓN Y REHABILITACIÓN DE VIVIENDAS AFECTADAS POR EL SISMO EN EL DISTRITO DE SAN JUAN DE CASTROVIRREYNA, EN HUANCAVELICA, EN PERÚ;CON EL PROYECTO SE RECONSTRUIRÁN O REHABILITARÁN UN TOTAL DE 179 VIVIENDAS, CON LOS REQUERIMIENTOS ANTISÍSMICOS NECESARIOS EN LA ZONA.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE CUENTA CON UN DOCUMENTO DE DIAGNÓSTICO QUE IDENTIFICA LAS ZONAS DE RIESGO DE OCUPACIÓN EN LOS 6 PRINCIPALES CENTROS POBLADOS DEL DISTRITO DE SAN JUAN, AL FINALIZAR EL PROYECTO.;PERÚ;AMESUR;PRMB;73010;292.203;292.203;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02829;Sin datos ese año
